"CD74"
"UBXN1"
"MAP4K1"
"EIF3K"
"FERMT3"
"SNU13"
"XAB2"
"PCIF1"
"SSRP1"
"PFKL"
"RPL8"
"MAN2B1"
"RNPS1"
"SMARCA4"
"PSAP"
"NUP62"
"APEH"
"TCOF1"
"PARP1"
"CALM3"
"MGAT1"
"PPP1R9B"
"ARHGEF18"
"SDF4"
"EFTUD2"
"UBA1"
"CCT7"
"ARF1"
"DDX24"
"SMARCD2"
"UBE2I"
"DCTN1"
"MFNG"
"RELA"
"SF3B3"
"EIF3F"
"WDR1"
"CTBP1"
"VCP"
"DDOST"
"ATP1A1"
"IGHA1"
"PLD4"
"HSPBP1"
"CHCHD10"
"HSPB1"
"SCAND1"
"CCDC85B"
"GZMM"
"AKR7A2"
"EEFSEC"
"C20orf27"
"PPDPF"
"VEGFB"
"G6PC3"
"GIPC1"
"GRWD1"
"THAP4"
"SNAPC2"
"ZNF524"
"ZNF581"
"NAXE"
"ZNF574"
"YIF1A"
"SGF29"
"HGH1"
"NDUFAF3"
"ATP6V0E2"
"ITM2C"
"ENG"
"ZDHHC12"
"B3GALT6"
"TSPO"
"SECTM1"
"SORBS3"
"PGLS"
"MRPL37"
"EIF6"
"BORCS6"
"HPS6"
"PES1"
"NDUFS7"
"BANF1"
"MRPL4"
"RHBDD2"
"MRPS34"
"SLC10A3"
"DYRK1B"
"KLF16"
"COX8A"
"S100A10"
"JMJD8"
"MFSD5"
"CDK4"
"FAAP20"
"NF2"
"HDGFL2"
"NOB1"
"GPX4"
"ZYX"
"BST2"
"TRAPPC9"
"MUL1"
"SMPD1"
"LRRC25"
"PELP1"
"SLC25A11"
"GNB2"
"SNRPA"
"CCDC22"
"GSK3A"
"NACC1"
"LYPLA2"
"IMPDH2"
"KEAP1"
"FCMR"
"ALDH16A1"
"ARPC4"
"HLA-DPB1"
"RUNX3"
"GPAA1"
"LBH"
"PRPF31"
"TBC1D10B"
"HLA-B"
"ZNF672"
"POLDIP2"
"CD6"
"CYB561A3"
"LONP1"
"SCYL1"
"PRCC"
"AATF"
"CORO1A"
"RPL13"
"CTDP1"
"RABL6"
"TRBC2"
"WDR46"
"CNPY3"
"URM1"
"SEPTIN1"
"YARS1"
"RPS6KA4"
"CDIPT"
"CMTM7"
"AARS1"
"MOB3A"
"HMCES"
"CABIN1"
"HNRNPA0"
"TNFRSF1B"
"SUMF2"
"TRPV2"
"ITGB7"
"TPI1"
"PIGT"
"STING1"
"DDX41"
"ARAF"
"TBC1D22A"
"RANBP3"
"ADA2"
"CNDP2"
"CTDSP1"
"EHMT2"
"GRK6"
"EZR"
"KLHDC3"
"RNF167"
"ERP29"
"ABCF1"
"PACS1"
"OGDH"
"HNRNPM"
"ARHGAP1"
"COPG1"
"CCAR2"
"PCBP1"
"MTA2"
"ILRUN"
"SZRD1"
"SURF4"
"ARFGAP2"
"PSMD2"
"FAM78A"
"RPN2"
"SUPT5H"
"GANAB"
"TMEM102"
"PAFAH1B3"
"MIF"
"GPBAR1"
"PLEKHF1"
"H2AX"
"ZNF777"
"HLA-DRB5"
"WDR18"
"ZBTB45"
"ZNF668"
"CCDC124"
"NOC4L"
"ZNRD2"
"POLR2L"
"CCDC86"
"HCFC1R1"
"DCXR"
"NRM"
"ALKBH7"
"CD79B"
"FBP1"
"SH2B2"
"MPND"
"C19orf47"
"BCAT2"
"TOMM40"
"TICAM1"
"AP2S1"
"ZNF408"
"RABAC1"
"CCR7"
"RNF26"
"RCC1L"
"TMEM39B"
"HSD17B10"
"FOXP4"
"MRPS2"
"RTL8C"
"RUVBL1"
"PLP2"
"TSSC4"
"ALG3"
"C12orf10"
"RNF187"
"DCPS"
"DEAF1"
"HSPA1A"
"CHMP2A"
"S100A11"
"BABAM2"
"PYCARD"
"CCL5"
"CAPG"
"CUEDC2"
"MRPL28"
"SLC27A4"
"MCRIP1"
"NIBAN2"
"TSR3"
"UBE2M"
"DAPK3"
"GSN"
"CHMP6"
"AURKAIP1"
"APEX2"
"SIT1"
"PLOD3"
"KCNQ1"
"BLOC1S3"
"PCED1B"
"SLC15A3"
"NRROS"
"TFEB"
"TMEM229B"
"MICALL1"
"LGALS9"
"CORO1B"
"TKT"
"AAR2"
"XRCC1"
"VSIR"
"GHDC"
"S1PR4"
"HLA-C"
"TUBB4B"
"NELFA"
"SLC43A2"
"ZNF362"
"B3GAT3"
"TOM1"
"TMEM219"
"RNPEP"
"NFATC1"
"TEX264"
"SCAMP4"
"TUBA4A"
"VASP"
"TOLLIP"
"MLF2"
"OGFR"
"TAF6"
"PYGB"
"GPR108"
"PRKACA"
"UNC45A"
"OTUB1"
"VIM"
"PEF1"
"DPP7"
"PSMD8"
"C7orf26"
"CHMP1A"
"CSRP1"
"CPNE1"
"COTL1"
"KIAA0930"
"MED24"
"SELENON"
"TRIM11"
"VAC14"
"BCR"
"MAP3K11"
"MAGED2"
"PPIB"
"KAT5"
"PPP2R5D"
"ELAC2"
"GNL1"
"NOC2L"
"MRTFA"
"MCM3"
"LRRC41"
"FAM53B"
"ZBTB7A"
"TRIM26"
"FLNA"
"IL27RA"
"MEPCE"
"KHSRP"
"MYO1G"
"ARF3"
"TAF15"
"SAFB"
"RNF40"
"PTDSS1"
"USF2"
"PIGS"
"P2RY8"
"LFNG"
"SLC25A3"
"SASH3"
"ADD1"
"APH1A"
"SEC61A1"
"ITPKB"
"SRPRA"
"ATP5F1A"
"IGHA2"
"ZNF358"
"ZNF296"
"IGHD"
"ZNHIT2"
"CXCR5"
"CD320"
"LAGE3"
"CXCR3"
"NCR3"
"LSR"
"ARL2"
"RRAS"
"AC027307.2"
"ZFPM1"
"MAL"
"LGALS3BP"
"LHPP"
"ABHD8"
"SLC39A3"
"SDF2L1"
"NR1D1"
"MOSPD3"
"MRPS12"
"SIL1"
"THEM6"
"PRAG1"
"SH2D2A"
"CHST14"
"NDUFA3"
"ADCK2"
"PWWP2B"
"AGPAT2"
"OCEL1"
"RITA1"
"ATG101"
"B3GALT4"
"BSG"
"CHID1"
"TRAPPC6A"
"SUV39H1"
"RELB"
"NHP2"
"MVB12A"
"PEX14"
"METRNL"
"ETFB"
"ERCC2"
"IFITM2"
"ALG1"
"ADAP1"
"PMVK"
"YJU2"
"PDK2"
"ZNF787"
"AQP3"
"MMP24OS"
"NFKBIB"
"MAF1"
"YIF1B"
"TRAF2"
"HIRIP3"
"MAGED1"
"TNFAIP8L1"
"IL21R"
"TALDO1"
"MYDGF"
"APBB1"
"POR"
"DPP3"
"TOR4A"
"LIMK1"
"NDUFB10"
"ATP6V1F"
"TTLL12"
"FBXO31"
"POLR3H"
"PSMB10"
"ATIC"
"GABARAP"
"GET3"
"CCDC9"
"FKBP4"
"SSBP3"
"CTNNBL1"
"DRAP1"
"TMEM189"
"FPGS"
"TKFC"
"ABHD12"
"BCKDK"
"ALDH3B1"
"SAMD1"
"PEX16"
"TIMM50"
"RPTOR"
"OGFOD3"
"LSM4"
"NAGPA"
"CCDC71"
"COG8"
"ARMC7"
"LMNB2"
"PLOD1"
"TOR2A"
"PCK2"
"ACD"
"NR1H2"
"PSMB2"
"EMD"
"IMP3"
"C15orf39"
"EIF4A3"
"HPCAL1"
"SLC35C1"
"STX5"
"CSF1R"
"PEBP1"
"ITPK1"
"PIAS4"
"PRMT1"
"SMG9"
"AKR1B1"
"PSME1"
"CIZ1"
"TAB1"
"LCK"
"MFSD12"
"PATZ1"
"SIGMAR1"
"HVCN1"
"TSC22D4"
"IMP4"
"HK1"
"ARF5"
"ABCF2"
"WBP2"
"CLTA"
"UBE2L3"
"TUBA1B"
"SRP68"
"HSF1"
"HYOU1"
"SH2D3C"
"GORASP2"
"SIPA1"
"SLC38A10"
"NAA60"
"ELAVL1"
"TTC7A"
"HNRNPAB"
"ACTR1A"
"NUDCD3"
"CTSZ"
"GYS1"
"NDUFV1"
"NCOA5"
"TRAF7"
"MCRS1"
"ZC3H18"
"CCND3"
"TADA3"
"DAXX"
"PPP6R1"
"DDB1"
"SPTAN1"
"EIF4G1"
"RETREG3"
"DENND1C"
"PTPN18"
"VPS11"
"NECAP2"
"CLPTM1L"
"ATP2A3"
"RNF220"
"FYN"
"GLG1"
"AKNA"
"ATG13"
"HNRNPL"
"U2AF2"
"POLDIP3"
"TSPAN14"
"UBTF"
"PRPF8"
"SF1"
"IGHG2"
"IGHG1"
"CLIC3"
"FNDC10"
"TMEM160"
"LRFN3"
"CHPF"
"EPHX1"
"EXOSC4"
"ACOT7"
"MT2A"
"ISOC2"
"KLHDC7B"
"OLFM2"
"ZNF628"
"AC010247.2"
"SAC3D1"
"LIPE"
"CFD"
"GNB1L"
"JOSD2"
"PRKAR1B"
"ENDOG"
"ZNF579"
"EIF4EBP1"
"MGMT"
"PPP1R14B"
"SERTAD1"
"FLYWCH2"
"ZNF48"
"RPUSD2"
"DHCR7"
"ZNF414"
"MATK"
"MMP9"
"DYNLRB1"
"C19orf48"
"CD300C"
"PLEKHB1"
"DGCR6L"
"DHRS3"
"PEAK3"
"PRR5"
"GNA15"
"GALK1"
"ATAD3A"
"SPINT1"
"B3GNT8"
"AP5S1"
"EXOSC5"
"TRMT61A"
"KLHL26"
"HLA-H"
"ZMAT5"
"PAK4"
"RRP9"
"PARVB"
"ETHE1"
"TOMM34"
"BCL2L12"
"ZNF428"
"CST7"
"GRAP"
"SLC52A2"
"WRAP53"
"SNX8"
"ZNF526"
"FIZ1"
"MLST8"
"THAP7"
"ARMC6"
"THOC6"
"GEMIN4"
"ABCD1"
"ZNF444"
"C11orf24"
"NCF1"
"RAD23A"
"SNAP47"
"PLAAT4"
"RPUSD1"
"MIER2"
"DTX2"
"ERI3"
"FAM189B"
"GPATCH3"
"RRP7A"
"UBOX5"
"ZNF282"
"SLC35F6"
"ESS2"
"NELFE"
"SERPINA1"
"SMARCAL1"
"SDHA"
"CCDC92"
"ICAM3"
"NUBP2"
"TLNRD1"
"PILRA"
"CYC1"
"GRINA"
"SPINT2"
"MAPK3"
"GPKOW"
"AGTRAP"
"MBOAT7"
"NUP93"
"TESK1"
"TMEM179B"
"VPS35L"
"QSOX1"
"ZDHHC24"
"PLIN3"
"BRMS1"
"PPP4C"
"PLBD2"
"MRPL10"
"IGSF8"
"SH3GL1"
"FBXW4"
"PGAP3"
"STXBP2"
"VPS72"
"ARL8A"
"CD99L2"
"ADGRE5"
"FAM102A"
"SAMM50"
"CD247"
"VPS28"
"RPLP1"
"TSR2"
"VDAC1"
"GPSM3"
"BAX"
"TFIP11"
"AP2A1"
"RPS19"
"TRIM8"
"NCAPH2"
"PNPLA6"
"TAPBPL"
"MEN1"
"RFTN1"
"SP2"
"AMBRA1"
"GLB1"
"HDAC5"
"TMEM222"
"TRAPPC12"
"IER2"
"FBXW5"
"C6orf47"
"DGCR2"
"ILK"
"POU2F2"
"DUSP7"
"SPN"
"LRRC47"
"CBX6"
"GTF3C1"
"ARHGAP45"
"PDAP1"
"ELOVL1"
"GATAD2A"
"TMEM214"
"RBM10"
"TBC1D13"
"CCDC97"
"SSU72"
"RBM15B"
"DEF6"
"DHX30"
"DCTN2"
"DNAJB1"
"RHOA"
"ATP5F1B"
"RPL7A"
"BET1L"
"RIC8A"
"NDRG1"
"SMARCD1"
"ATF6B"
"MED15"
"TMEM248"
"SUPT6H"
"PTBP1"
"NONO"
"C4orf48"
"ABHD14A"
"TCL1A"
"GAMT"
"FCER2"
"FSCN1"
"SPIB"
"LRRC61"
"ZNF703"
"SELENOM"
"DOHH"
"TPGS1"
"CCDC102A"
"UBE2S"
"RPL18AP3"
"S1PR2"
"PEMT"
"TIGD5"
"LMNA"
"POLR2I"
"FAM207A"
"SLC25A23"
"ATF5"
"BAG3"
"ST14"
"ECSIT"
"IFITM3"
"CHCHD5"
"DNAJC30"
"FAM89B"
"WDR54"
"TMEM204"
"MON1A"
"BYSL"
"C11orf49"
"SPON2"
"CISD3"
"C8orf82"
"PELI3"
"MSRA"
"CRAT"
"AL357033.4"
"NFKBIL1"
"NSDHL"
"LYL1"
"TCEA2"
"NRGN"
"GMDS"
"LENG1"
"TIMM22"
"ERG28"
"BCL7C"
"TBX21"
"RRP1"
"SHARPIN"
"SIRPG"
"ACADS"
"RHOC"
"NTMT1"
"DEXI"
"JMJD4"
"C7orf50"
"AGFG2"
"NCF1C"
"UBALD1"
"METTL26"
"AC067852.2"
"SLC27A1"
"LGALS1"
"CREB3"
"CSTB"
"SSBP4"
"RFXANK"
"RPUSD3"
"NMRAL1"
"NDUFB9"
"R3HDM4"
"SHKBP1"
"PLAUR"
"DNAJC4"
"DDX49"
"SPATA2"
"MAP2K5"
"MYC"
"PTGES2"
"OSCAR"
"CHD4"
"ZC3H3"
"PSMB3"
"DMAC2"
"GBA"
"NINJ1"
"CHST12"
"NFKBIE"
"MTHFD1"
"CNPPD1"
"R3HCC1"
"MAP2K3"
"TAGLN2"
"HS1BP3"
"LILRA2"
"TBC1D2"
"TXNRD2"
"PQBP1"
"OPA3"
"PFKP"
"KLHL22"
"PGD"
"TCF7"
"CARD11"
"INTS9"
"FBXO46"
"YIPF3"
"GOT2"
"CC2D1A"
"RARA"
"CD63"
"SSR4"
"VPS37B"
"FCN1"
"NAGA"
"FCGRT"
"CIB1"
"TNIP1"
"IPO13"
"IMPDH1"
"INPP5K"
"DEDD2"
"XYLT2"
"NOP14"
"PGAP6"
"POLRMT"
"TNFRSF1A"
"TMEM104"
"CALHM2"
"IKBKE"
"MIF4GD"
"BAG6"
"HMOX2"
"COQ8A"
"ARID5A"
"HLA-DMA"
"AGPAT1"
"CUX1"
"NUTF2"
"NOSIP"
"FBL"
"PNPLA2"
"APBB1IP"
"LMAN2"
"ELMO1"
"AHSA1"
"CRY2"
"EEF1AKNMT"
"IP6K1"
"UBE2J2"
"RMND5B"
"LIMD2"
"WWP2"
"VRK3"
"BCL7B"
"GUSB"
"DRG2"
"CCT3"
"MAP4"
"L3MBTL2"
"GALNT2"
"PBXIP1"
"PSMC5"
"ARHGAP17"
"TLN1"
"TGIF2"
"RPS6KA1"
"RAB8A"
"PITPNC1"
"ACSF3"
"TUBGCP2"
"FDPS"
"JADE2"
"TMEM127"
"MGAT4B"
"WDR5"
"NUP188"
"TCF25"
"RCC2"
"KCNAB2"
"HDLBP"
"SYMPK"
"PABPC4"
"FLII"
"WBP11"
"MAP3K14"
"VAMP2"
"PRRC2A"
"OXA1L"
"SEPTIN6"
"RBM14"
"SRSF4"
"AP3D1"
"STIM1"
"QARS1"
"CYFIP2"
"UBAP2L"
"IGKV4-1"
"IGLC2"
"IGKV3-20"
"IGKV3-11"
"SLC39A4"
"JUP"
"LIMS2"
"ADAT3"
"DTX1"
"CDKN1C"
"SNTA1"
"MAD1L1"
"ZNF575"
"TRIM47"
"CCDC106"
"RPP25"
"PYCR3"
"TRBV20-1"
"CTU1"
"MCAT"
"FOXP3"
"SOX12"
"SHISAL2A"
"FAM50B"
"CDK5"
"TTLL1"
"MLC1"
"PHLDB3"
"FBXL16"
"NTHL1"
"WDR25"
"POP7"
"LTA"
"CCDC85C"
"SLC48A1"
"FHL3"
"S1PR5"
"PDLIM1"
"TNKS1BP1"
"PSENEN"
"PRDX2"
"ALKBH4"
"EFNB1"
"NBDY"
"GNG5"
"MRM1"
"VKORC1"
"DCTPP1"
"IFI35"
"ACOX3"
"ZSWIM9"
"HLA-DQB1"
"CCDC61"
"SBK1"
"LRFN1"
"ELOF1"
"RPP25L"
"MRPS18A"
"DOLK"
"WDR24"
"RIOX1"
"NCKIPSD"
"EVI5L"
"TFAP4"
"TMEM147"
"CHAF1A"
"SESN2"
"SNAI3"
"TTC38"
"CLTB"
"GATA3"
"COMMD4"
"MVD"
"YIPF2"
"RENBP"
"PI4K2A"
"RNF5"
"CXCL16"
"EIPR1"
"PCYT2"
"SLC66A2"
"DNASE2"
"RARG"
"ZNF213"
"NUBP1"
"APOBEC3F"
"TRUB2"
"ALDH2"
"PGAM5"
"ACP2"
"ZNF467"
"CEBPA"
"SLC2A4RG"
"PML"
"S100A4"
"WDR74"
"DNPEP"
"IL2RB"
"NCDN"
"SLC41A3"
"SEMA4A"
"UNC93B1"
"ZNF580"
"WARS1"
"TCF3"
"PSMC3"
"UBIAD1"
"CSNK2B"
"NPC2"
"COX5A"
"PPP5C"
"DHX37"
"URGCP"
"MPI"
"MFSD10"
"PSMB9"
"AIFM1"
"CEBPB"
"BRF1"
"PRAM1"
"SLC16A3"
"RRBP1"
"SPECC1L"
"CHMP4B"
"VPS4A"
"ABL1"
"NAT10"
"MRPS18B"
"CTSB"
"TATDN2"
"FEM1A"
"TERF2"
"MORC2"
"DNAJB12"
"BRAT1"
"THAP11"
"TRADD"
"WDR81"
"LRPAP1"
"NFYC"
"HLA-DPA1"
"PDLIM2"
"SMG6"
"MIDN"
"REXO1"
"EFHD2"
"DDA1"
"KIF1C"
"FCHO1"
"ERCC1"
"PIP5K1C"
"PLEKHO2"
"STK11"
"BUD23"
"GARS1"
"PPP1R18"
"MVP"
"PHF23"
"EDC3"
"AGPAT3"
"KARS1"
"GPR132"
"ABCF3"
"SEC13"
"PDIA3"
"AXIN1"
"PYCR2"
"DPF2"
"RASAL3"
"RPA1"
"SLC25A5"
"SCAF4"
"LASP1"
"REPIN1"
"VAV1"
"DGKZ"
"CDC37"
"PPP1R10"
"STK24"
"BAP1"
"STK10"
"DBNL"
"AP2A2"
"GAK"
"PYGO2"
"AKT2"
"ITGAL"
"NMT1"
"EIF4H"
"HNRNPF"
"TMEM238"
"IGLV2-14"
"VPREB3"
"IGHG3"
"REEP6"
"LILRA4"
"IL4I1"
"CKB"
"SPATC1L"
"CITED4"
"ACTL10"
"RPS15P4"
"CHST13"
"HHLA3"
"TMEM176B"
"TCN2"
"KHK"
"MRPL12"
"MT1X"
"PDE6G"
"RYR1"
"TRBV19"
"LENG9"
"ATP6V0C"
"FZD2"
"PTMS"
"ZNF775"
"PGLYRP1"
"TNFRSF13C"
"INAFM1"
"TSPAN4"
"ITGA2B"
"GAS2L1"
"RHOBTB2"
"CACFD1"
"THAP8"
"SPATA2L"
"ZNF219"
"TRIB3"
"MRPL2"
"TMEM187"
"SPINDOC"
"MRPL23"
"BAD"
"SURF2"
"FUT7"
"DENND6B"
"CTU2"
"CD151"
"POMGNT2"
"EEF2KMT"
"CA5BP1"
"TOP1MT"
"MVK"
"NAPSB"
"CYP27A1"
"PCBP4"
"NUDT18"
"AIMP2"
"DTNB"
"PHETA1"
"ACP5"
"TPRN"
"PNPO"
"PRAF2"
"SLC43A1"
"SLC1A5"
"TMEM205"
"CDA"
"BBC3"
"MAD2L2"
"RRS1"
"PRKCZ"
"TMEM161A"
"HS6ST1"
"PLA2G15"
"TUT1"
"ZNF688"
"GNLY"
"DOLPP1"
"ATPAF2"
"HLA-DQA1"
"AKT1S1"
"CAMK1"
"TRAF3IP2"
"ADGRG1"
"LCMT1"
"TMCO4"
"SPHK2"
"MPG"
"UBE2L6"
"TYMP"
"RCE1"
"PRXL2B"
"ERAL1"
"MARK4"
"ITPKC"
"ILVBL"
"JAGN1"
"TRAP1"
"ZER1"
"AC046185.3"
"BCL3"
"SIGLEC7"
"JPT1"
"PSMF1"
"GRHPR"
"DCAKD"
"UBALD2"
"DDX28"
"RPAP1"
"TPRA1"
"ITPA"
"CRELD2"
"ADPRS"
"NCKAP5L"
"SSNA1"
"LY9"
"C19orf38"
"ARFRP1"
"IL12RB1"
"CD82"
"TXN2"
"MOB2"
"HCK"
"APOBR"
"SH3TC1"
"SETD1A"
"FURIN"
"DENND1A"
"DOK1"
"NEU1"
"BCAS3"
"GSS"
"ALG12"
"GUCD1"
"LRRC8A"
"TRMT112"
"NUDT16L1"
"SCRIB"
"FAAP100"
"FLOT2"
"TMEM203"
"NFAM1"
"GMPPA"
"CFP"
"COQ4"
"ZNF212"
"LDLRAP1"
"TIMP2"
"LRP10"
"UBL4A"
"RING1"
"ANXA5"
"RNF126"
"PSKH1"
"CBX4"
"NSUN5"
"SIGIRR"
"PPRC1"
"ALAS1"
"DVL2"
"ZHX2"
"MKNK2"
"CES2"
"SUGP1"
"PRKCD"
"CHERP"
"PLEKHO1"
"LRRC59"
"OS9"
"BAHD1"
"SRF"
"WDTC1"
"CMTM3"
"HLA-E"
"FXR2"
"SAE1"
"TOB2"
"SIRT2"
"PHRF1"
"EIF3I"
"FDFT1"
"IDH3B"
"C16orf54"
"APOL3"
"MAP2K7"
"RBCK1"
"MYH9"
"DCTD"
"RPL19"
"PXN"
"PLEKHM2"
"NCSTN"
"FBRSL1"
"DDX39A"
"KDM4A"
"KAT8"
"DHX8"
"CDC25B"
"NCOR2"
"MARK2"
"GMEB2"
"NCAPD2"
"MAPKAPK2"
"MSN"
"PIM2"
"RPN1"
"GID8"
"HEXA"
"ATP13A1"
"STAT5A"
"CRTAP"
"HADHA"
"TPP1"
"WIPI2"
"HSPA5"
"ACLY"
"PSMD11"
"PHB2"
"NRBP1"
"SHC1"
"USP22"
"TMBIM1"
"VPS26B"
"NPLOC4"
"ARF6"
"TEX261"
"PTMA"
"IL16"
"DDX23"
"IGHV5-51"
"IGHV4-39"
"IGHV1-18"
"IGLV1-47"
"IGHG4"
"IGLV1-40"
"IGLV3-1"
"IGFBP4"
"CIB2"
"RTN4R"
"ATP1A3"
"IGLC3"
"NBL1"
"PDE2A-AS2"
"IGHV3-23"
"IGKV1-5"
"ZNF837"
"RPS28P7"
"FOLR2"
"TRBV7-2"
"ACTA2"
"GP9"
"TRAV8-4"
"LAG3"
"TRAV9-2"
"ASCL2"
"PARD6A"
"OSGIN1"
"PTRH1"
"POU2AF1"
"ID3"
"ACOT2"
"EVA1B"
"HLA-DRB6"
"WFS1"
"LRRC20"
"TMEM53"
"RIN1"
"IER5L"
"BLK"
"LGMN"
"FAM83G"
"B4GAT1"
"PSPN"
"TST"
"ANTKMT"
"CPNE5"
"UBTD1"
"GPR68"
"PI3"
"MCM2"
"STK32C"
"MECR"
"DHRS4"
"NPRL3"
"CD22"
"ZSWIM4"
"PSEN2"
"NDUFS6"
"MED27"
"CD101"
"CERS4"
"CLU"
"SLC29A3"
"FBXL15"
"TUBG1"
"LPAR5"
"TFPT"
"CARM1"
"CXXC5"
"GLMP"
"UNG"
"NLE1"
"FKBP8"
"ECI1"
"SLC25A39"
"DDIT4"
"ARMC5"
"LSM2"
"APBA2"
"NDUFB7"
"MPST"
"NOMO1"
"ADA"
"GFER"
"RNF122"
"RABEP2"
"POLD1"
"SRC"
"PIGQ"
"SIRT6"
"UBASH3A"
"TTI2"
"RTL8A"
"SMYD5"
"CEBPD"
"DUS3L"
"RANGRF"
"SUSD3"
"AGAP3"
"KATNB1"
"MYADM"
"MT-CYB"
"EHD4"
"GCDH"
"BRI3"
"DNAJB2"
"TMEM101"
"DDRGK1"
"NFE2"
"CLUH"
"NAPA"
"THRA"
"APBA3"
"TYROBP"
"CD2"
"MT-CO2"
"MYBBP1A"
"MICU1"
"REEP4"
"MID1IP1"
"AC008875.3"
"ADAM15"
"AHCY"
"TTYH3"
"GAA"
"MED25"
"MT-ND2"
"RFX1"
"PPP1R7"
"SUFU"
"REXO4"
"HDGF"
"GNPDA1"
"NIPSNAP1"
"ANPEP"
"GTPBP6"
"HMG20B"
"RPL36"
"NCLN"
"TTI1"
"RGS3"
"AAAS"
"SPCS1"
"PTOV1"
"PDXK"
"EDEM2"
"PRR13"
"RAB5C"
"MLLT1"
"UBC"
"TRIR"
"CTNNA1"
"PTPN7"
"COPS7A"
"SLC4A2"
"MXD4"
"RETREG2"
"FZR1"
"PDCD11"
"LAMTOR1"
"ZC3H4"
"CCM2"
"DDX27"
"ISG20L2"
"FTSJ3"
"LAPTM5"
"CSNK1G2"
"RPS16"
"GRK2"
"GRB2"
"COASY"
"IRAK1"
"NDUFS2"
"DYNLL2"
"UPF1"
"E2F4"
"PGPEP1"
"HDAC3"
"CNNM3"
"CD2BP2"
"CRTC2"
