"ARGLU1"
"FAM111A"
"PRPF40A"
"MALT1"
"ZNF638"
"PNN"
"SUN1"
"PPP4R3B"
"TTC13"
"SRSF6"
"CNTRL"
"TNFAIP8"
"CCDC82"
"SLC4A7"
"LTN1"
"SLC39A10"
"CUL5"
"RBAK"
"SRP9"
"AGL"
"MTX3"
"DCUN1D4"
"SLC25A46"
"ZDHHC17"
"ARHGAP12"
"PUS7L"
"POLK"
"RICTOR"
"ESCO1"
"HAUS6"
"EDEM3"
"DENND4C"
"NMD3"
"CDC14A"
"ZNF721"
"PSMC6"
"ATP11C"
"PKN2"
"JMY"
"RB1CC1"
"NR2C1"
"ZBTB33"
"ZFP62"
"CHORDC1"
"VAMP4"
"NAE1"
"RASA2"
"ZNF84"
"ATAD1"
"SHLD2"
"PREPL"
"CAPN7"
"CMTR2"
"CCDC88A"
"PPIP5K2"
"PPIG"
"ETNK1"
"TTC39B"
"MBTD1"
"SECISBP2L"
"MFSD8"
"NAA16"
"VPS50"
"UBE2Q2"
"ZDHHC20"
"ZNF26"
"VPS54"
"ZNF22"
"ZBTB38"
"ATF2"
"ARID4B"
"CTDSPL2"
"NAA25"
"AC008124.1"
"MARCHF1"
"JMJD1C"
"ZMYM6"
"MTF2"
"UBA3"
"SLC38A2"
"MDFIC"
"PCNP"
"ANP32E"
"UBR1"
"MAN1A2"
"KLHL9"
"PTPN22"
"AP5M1"
"SETDB2"
"DLG1"
"ZNF75D"
"PPP1R12A"
"HMGB1"
"MAP3K1"
"CEPT1"
"DOP1A"
"PCNX4"
"TMEM123"
"CMPK1"
"RPS6KB1"
"HSP90AA1"
"SMC5"
"NUDT21"
"MTR"
"EID1"
"USPL1"
"EIF2A"
"CNOT6L"
"ATG2B"
"TM9SF3"
"PIK3R1"
"FEM1B"
"CCNL1"
"REV1"
"NPM1"
"CCAR1"
"BTBD1"
"RPS6KA3"
"SLFN11"
"DOCK11"
"USP33"
"SOS1"
"MRFAP1L1"
"HECTD1"
"PSIP1"
"PDE7A"
"DDX21"
"PCM1"
"SEPTIN7"
"PTCD3"
"MAP3K7"
"PCF11"
"UBE4A"
"PDS5A"
"SRP72"
"DHX15"
"CEP290"
"TRMT13"
"TXLNGY"
"TMEM161B"
"ZBTB26"
"DDX3Y"
"ZNF280D"
"SACS"
"ARHGAP5"
"SEPSECS"
"ZFAND1"
"MIB1"
"SBDSP1"
"AP1AR"
"C5orf24"
"NOC3L"
"COPS2"
"RPS3A"
"PYROXD1"
"PMS1"
"ZNF550"
"SLC35A3"
"ODR4"
"L3HYPDH"
"UQCRB"
"OXR1"
"RPS7"
"MRPL50"
"NFAT5"
"MALAT1"
"TMEM106B"
"AC093157.1"
"HLTF"
"ZNF25"
"RPS24"
"SLC5A3"
"ZNF761"
"GABPA"
"PDP1"
"RCN2"
"EEF1B2"
"MPHOSPH9"
"RRN3P1"
"FNDC3A"
"ATP13A3"
"ACADSB"
"SUZ12"
"CMAHP"
"LARP4"
"SHPRH"
"ARL14EP"
"ZNF780B"
"OBI1"
"DMXL1"
"ANKRD13C"
"HIPK3"
"OSBPL8"
"WDR89"
"GK5"
"RPE"
"GAS5"
"ACADM"
"KNTC1"
"ADAT2"
"SLC30A9"
"ATAD2B"
"TRAPPC6B"
"TMX1"
"LEMD3"
"HAUS3"
"FAM126A"
"FMR1"
"FOXN2"
"PCMTD1"
"ZNF770"
"TET2"
"FAM199X"
"TYW3"
"FASTKD1"
"CDK17"
"SPIN3"
"MEX3C"
"REV3L"
"ARID4A"
"VEZT"
"PDE3B"
"ZNF195"
"AC132008.2"
"NEMP1"
"MIS12"
"KIF5B"
"CD226"
"GNL3"
"AFF4"
"SESN1"
"TFRC"
"SIRT1"
"PAN3"
"CCNG1"
"RASA1"
"PRKD3"
"PLEKHA1"
"MED13"
"C2orf49"
"ZBTB25"
"ZNF548"
"SP3"
"NHLRC3"
"GTF3C3"
"NSA2"
"TLK1"
"SIKE1"
"TENT2"
"ZNF131"
"PRKAA1"
"TMED5"
"EDRF1"
"ZKSCAN8"
"ANGEL2"
"HMGN3"
"NUFIP2"
"MORC3"
"MITD1"
"ZNF33B"
"DRAM2"
"DIP2A"
"IREB2"
"KIF2A"
"ASXL2"
"MED23"
"PSMA3-AS1"
"CLASP2"
"OPA1"
"TNKS2"
"THUMPD3-AS1"
"MLLT10"
"BBX"
"DDHD2"
"TRIP11"
"TMEM245"
"CEP95"
"FRYL"
"DHX36"
"N4BP2L1"
"TCERG1"
"MDN1"
"SMC3"
"ZNF24"
"URI1"
"XPOT"
"ITGB1"
"ZFR"
"HERC4"
"PAN2"
"RBM26"
"SNHG1"
"RC3H2"
"C11orf58"
"FXR1"
"ICE1"
"MYCBP2"
"CAND1"
"BIRC6"
"DDX17"
"SLC7A6"
"KHDC4"
"CD47"
"MORF4L2"
"KMT2A"
"SMARCA5"
"LRPPRC"
"MGA"
"TTC3"
"SRSF2"
"USP24"
"DDX39B"
"TRA2B"
"ZNF92"
"CD69"
"KPNA5"
"ZNF181"
"IFT80"
"ZNF675"
"ETAA1"
"CARF"
"ENPP4"
"OTUD6B-AS1"
"RSL24D1"
"CASD1"
"FAM76B"
"N4BP2"
"KIF20B"
"TRMT11"
"SLC16A7"
"NFYB"
"BMI1"
"ZNF117"
"PHF6"
"TMEM126B"
"CRYZ"
"BBS10"
"LINC01355"
"RNFT1"
"GORAB"
"PTBP2"
"LRRC40"
"ZNF493"
"G2E3"
"RPL34"
"RBIS"
"GOLT1B"
"RPL9"
"ZNF654"
"ZNF540"
"ZNF267"
"CHM"
"SOCS4"
"GPR171"
"TUBE1"
"RPL31"
"HSPA13"
"CD2AP"
"CSNK1G3"
"TRAPPC13"
"ALKBH8"
"PPIL3"
"MRPL32"
"SUB1"
"TRNT1"
"QSER1"
"RALGAPA1"
"RPL7"
"CLOCK"
"CEP44"
"NEDD1"
"ZNF91"
"LINC00641"
"THEMIS"
"ZFP14"
"CEP295"
"PANK3"
"PGM3"
"RALGPS2"
"SNX13"
"SMAD5"
"ABRAXAS1"
"SMC2"
"NEK7"
"INSIG2"
"GLCCI1"
"MTERF3"
"ZNF510"
"CFAP44"
"COG6"
"LARP7"
"ARMC1"
"ZNF507"
"HCFC2"
"SAMD9"
"TBC1D23"
"IKZF5"
"WDR5B"
"MSANTD4"
"ABCD3"
"SS18L1"
"RNPC3"
"LRRC58"
"FAR1"
"NHLRC2"
"EXOC5"
"ERVK13-1"
"ZNF559"
"ZNF248"
"PHF20L1"
"ZNF326"
"LATS1"
"CYP4V2"
"SELENOI"
"JAK2"
"MRPL3"
"PIK3CA"
"TFAM"
"ATG5"
"SINHCAF"
"SLC30A7"
"PGGT1B"
"UCHL5"
"TBK1"
"TMEM167A"
"CYP2R1"
"CCDC90B"
"PNPLA8"
"GPATCH11"
"ANKRD28"
"STK26"
"DCAF17"
"FBXL3"
"GPALPP1"
"AP1S2"
"TMCO1"
"BIRC2"
"TMF1"
"GPR183"
"STAG2"
"RPL5"
"POGLUT1"
"SNX14"
"FBXO11"
"MAPK8"
"GIMAP2"
"RNF6"
"CEP192"
"NPAT"
"HMGCS1"
"TMEM87B"
"TNPO1"
"KMT2C"
"TRAPPC8"
"PEX1"
"SLK"
"ZNF121"
"NR2C2"
"RYK"
"WDR43"
"NBPF12"
"ASF1A"
"CENPC"
"METTL14"
"NUP54"
"CD164"
"TAOK1"
"NRAS"
"TCF12"
"FBXW7"
"STX7"
"KLHL42"
"TRAM1"
"TTBK2"
"UBA5"
"SBDS"
"CD28"
"ATP11B"
"RSRP1"
"EXOSC8"
"DYNC1LI2"
"COA5"
"ZNF664"
"TRAF5"
"NSMCE4A"
"COG3"
"ZBTB14"
"PTPN11"
"SPATA13"
"EXOC1"
"DNAJC21"
"TRIB2"
"RAB3GAP2"
"PUM2"
"SMYD2"
"POLG2"
"HSPA14"
"CCNT1"
"ITK"
"DNM1L"
"GNPTAB"
"DENND4A"
"RPAIN"
"UBR5"
"ARFGEF1"
"RBL2"
"MACF1"
"TNRC6A"
"EIF5"
"THOC2"
"PHF10"
"SLF2"
"LNPEP"
"PTPN2"
"RSRC2"
"API5"
"PPP1CC"
"TOP2B"
"ZNF655"
"MAT2A"
"ZNF441"
"MIER3"
"STARD4"
"TFEC"
"ABCD2"
"ZDHHC21"
"ACTR6"
"NDUFA5"
"USP53"
"LIG4"
"ZMYM1"
"ZNF107"
"MBLAC2"
"ESF1"
"DGKH"
"EEA1"
"PDIK1L"
"JRKL"
"LMBRD2"
"ZGRF1"
"ZNF449"
"ZNF708"
"PLCXD2"
"DYNLT3"
"SCAI"
"NUDCD1"
"GLMN"
"GMFB"
"PIGA"
"TOGARAM1"
"PIBF1"
"MIR3142HG"
"COMMD6"
"KLRF1"
"MBNL2"
"ZNF439"
"NBPF8"
"ZCCHC10"
"ZNF484"
"RAB11FIP2"
"RAP2A"
"IGIP"
"ERO1B"
"EVI2A"
"MAPK6"
"RUFY2"
"ZNF354B"
"CHRM3-AS2"
"ICOS"
"NRIP1"
"ZHX1"
"AL355488.1"
"MOSMO"
"CMC1"
"HDAC9"
"JMJD7-PLA2G4B"
"RPL39"
"INTS2"
"TMEM170B"
"SLC26A2"
"POT1"
"ZFYVE16"
"DNAJC24"
"KCTD9"
"RPL23"
"ZNF736"
"FKTN"
"ABCB10"
"C10orf88"
"SC5D"
"MTERF1"
"KRCC1"
"ZEB1"
"NIPBL-DT"
"FRS2"
"GPRASP1"
"SPOPL"
"MYNN"
"SNX4"
"NUS1"
"C21orf91"
"WDR27"
"LINC01215"
"PTER"
"AC243960.1"
"BAZ2B"
"UBE2V2"
"FAM102B"
"TAB3"
"HELQ"
"C9orf72"
"DCAF13"
"MTRF1"
"BBIP1"
"KLHL20"
"TXK"
"TDG"
"PIGK"
"ANKRA2"
"CREBRF"
"RESF1"
"FKBP3"
"GTPBP10"
"LYRM7"
"UTP15"
"FBXO28"
"CHUK"
"DESI2"
"ATL2"
"RINT1"
"ZNF431"
"XPO4"
"DDX3X"
"PJA2"
"AZI2"
"ENOSF1"
"GFM2"
"FAM91A1"
"ZNF140"
"ZNF226"
"LMAN1"
"ANKMY2"
"MSANTD2"
"SLC35F5"
"PPP3CB-AS1"
"TAF2"
"DCP2"
"LYST"
"FOPNL"
"NIPSNAP2"
"UBR3"
"P2RY10"
"AASDHPPT"
"ITGA6"
"NDC1"
"TTC21B"
"ATG12"
"XRN1"
"MTRR"
"OXCT1"
"IQCB1"
"WDR36"
"OSBPL3"
"AKT3"
"SNAPC3"
"COX20"
"PAG1"
"KIAA2026"
"ERLEC1"
"ZNF75A"
"HBS1L"
"ZNF266"
"ZBTB37"
"METAP2"
"SMURF2"
"PAPOLA"
"INO80D"
"ATP2B1"
"TAF7"
"NUP107"
"TAF1"
"CUL2"
"DPP8"
"WAPL"
"TOMM70"
"LPIN1"
"OGA"
"WDR11"
"CDC42SE2"
"ATP2C1"
"TUG1"
"NCBP2"
"SYNCRIP"
"USP34"
"FAM107B"
"SEC63"
"LGALS8"
"ZKSCAN1"
"NEPRO"
"CYLD"
"MDM4"
"PPHLN1"
"ZDHHC6"
"RBBP6"
"FNTA"
"UBA2"
"POLR2B"
"SRSF3"
"SCOC"
"MAP4K3"
"USP45"
"ZNF138"
"TTN"
"TMEM267"
"MIR4453HG"
"MANEA"
"DENND1B"
"GCNT4"
"TRUB1"
"AC007566.1"
"FCRL1"
"GPAM"
"AC083843.3"
"DPY19L4"
"IKZF2"
"YAE1"
"C12orf29"
"CDC7"
"HACE1"
"ZNF567"
"ZNF569"
"ZNF10"
"ZNF891"
"RBM41"
"LYSMD3"
"ARL5A"
"USP9Y"
"TGDS"
"CHIC1"
"CASP17P"
"ZNF816"
"AC092747.4"
"ZNF28"
"SP4"
"NEK1"
"TMEM263"
"PI4K2B"
"MINDY2"
"CD200R1"
"SNHG8"
"COMMD10"
"RPL26"
"STRN3"
"ZNF525"
"ZNF615"
"PDCD10"
"ANKRD46"
"ZMYM5"
"DNAJC27"
"IMPA1"
"MED7"
"ZNF430"
"ABHD13"
"HSPB11"
"WDR35"
"KANTR"
"ZWILCH"
"PKD2"
"ATAD2"
"FRA10AC1"
"ACVR2A"
"SLC15A2"
"PRIMPOL"
"PRKCI"
"RAPGEF6"
"RIMKLB"
"C12orf4"
"NBPF15"
"PPP4R2"
"ERMN"
"CFAP97"
"GRPEL2"
"MTERF2"
"RNF138"
"PLEKHF2"
"RCBTB1"
"AGPAT5"
"ZNF432"
"ZNF529"
"VBP1"
"ZNF180"
"ZNF268"
"TWISTNB"
"ZNF184"
"WDFY1"
"BET1"
"RIOK2"
"MAP4K5"
"TAF9"
"GASK1B"
"CAPZA2"
"NUCB2"
"DZIP3"
"EIF1AX"
"STYX"
"CCDC186"
"OMA1"
"NIFK"
"PEX2"
"SYNJ2BP"
"CASP3"
"CCDC91"
"ZNF639"
"VPS29"
"RPL17"
"RBM12B"
"ZNF41"
"STK38L"
"CD46"
"PPIL4"
"SCYL2"
"NCOA2"
"APC"
"MDM1"
"MAP3K2"
"PIGL"
"CLIP4"
"MTMR9"
"RLF"
"SPIN1"
"RAB12"
"FAN1"
"SLMAP"
"GNA13"
"ZNF789"
"NBPF11"
"TBC1D15"
"GPR65"
"AC005674.2"
"SNHG6"
"OSTC"
"DENND6A"
"RPAP2"
"UBN2"
"ORC3"
"TXLNG"
"SRSF1"
"MICU2"
"NUP42"
"CBFB"
"OXNAD1"
"ACAP2"
"DICER1"
"DGKE"
"TMEM243"
"MRPL42"
"MARCHF7"
"ZNF621"
"RAD17"
"NKAPD1"
"RAD1"
"HECA"
"REST"
"EED"
"PTPN4"
"AGTPBP1"
"RABL3"
"CWC22"
"CCDC25"
"ZC3H8"
"PDE8A"
"MYO9A"
"APPL1"
"TSEN15"
"ACBD5"
"MFN1"
"HACD2"
"SEC31B"
"ZNF33A"
"EMB"
"ASH1L"
"ZFX"
"MTIF2"
"ARID2"
"PLRG1"
"GPBP1"
"CHD6"
"BZW1"
"UPF3A"
"DENR"
"THOC1"
"AGO3"
"CNOT6"
"CDKN2AIP"
"SH3BP5-AS1"
"MPHOSPH10"
"STAG1"
"NUP160"
"G3BP2"
"IQGAP2"
"ADAM10"
"PRRC1"
"RUFY3"
"LRRC8C"
"CNOT7"
"ITSN2"
"SCAF11"
"NOL11"
"DOCK10"
"MARCHF6"
"PBRM1"
"S100PBP"
"SNRPA1"
"PRNP"
"PPP3CB"
"TOPBP1"
"EPS15"
"ENTPD4"
"NUCKS1"
"ELP1"
"ADNP"
"TOMM20"
"SFT2D2"
"MRPS25"
"METTL3"
"ANKRD10"
"TIAL1"
"SUPT7L"
"TBRG1"
"ZNF680"
"SCML1"
"ZNF204P"
"ZBTB41"
"KBTBD8"
"CHML"
"OTUD6B"
"AL137003.1"
"ALG10B"
"Z83843.1"
"FAM169A"
"AL050341.2"
"ANKRD26"
"FAM135A"
"TCTE3"
"PAQR3"
"POLR2K"
"TWF1"
"TATDN1"
"CCDC18"
"MRPL1"
"LINC01934"
"ITGAV"
"TMTC3"
"CEP83"
"ITGB3BP"
"SASS6"
"CCDC7"
"METTL18"
"ZNF546"
"ZBTB10"
"GEMIN2"
"ZDHHC23"
"C2orf69"
"ZNF354C"
"ADGRE4P"
"PM20D2"
"TVP23B"
"GNPDA2"
"SPEF2"
"FAM133B"
"FBXO5"
"ZBTB6"
"BTLA"
"THAP5"
"CARNMT1"
"KLHL28"
"TAF9B"
"RPS27L"
"SPDL1"
"ZNF354A"
"AC021078.1"
"MRTFB"
"CPLANE1"
"STAG3L5P"
"EIF4A1"
"MIGA1"
"AKAP7"
"MINDY3"
"ZNF614"
"SLC25A24"
"FBXO4"
"FER"
"ELMOD2"
"CEP135"
"GPATCH2"
"RGS18"
"IFT57"
"ALCAM"
"ASNSD1"
"LYPLA1"
"DPM1"
"RIC3"
"CCP110"
"RRM2B"
"TMEM68"
"EMC2"
"PAXIP1-AS2"
"HERC2P2"
"TGFBR3"
"SLC25A40"
"CCSAP"
"C1GALT1"
"ZNF480"
"LSM5"
"KRIT1"
"ZNF235"
"LARP1B"
"SVIP"
"RWDD1"
"ZNF420"
"GCFC2"
"NAB1"
"ZNF468"
"RCHY1"
"SMIM15"
"PDCD6"
"ARRDC3"
"STAMBPL1"
"CILK1"
"CSPP1"
"KLRB1"
"SH3YL1"
"RAP2C"
"AASDH"
"RO60"
"GALNT7"
"UTP23"
"NIPA1"
"USP37"
"IMPACT"
"PSMA4"
"ZNF197"
"CEP170"
"UVSSA"
"TYW5"
"ATE1"
"SLC35B3"
"EXOC8"
"SGTB"
"RB1"
"ECHDC1"
"PUM3"
"TMEM65"
"MSH2"
"COX7C"
"IDI1"
"NEAT1"
"DPH5"
"RAB18"
"RAB8B"
"MIER1"
"CSGALNACT2"
"PDK1"
"CCDC18-AS1"
"KCTD12"
"BLOC1S6"
"SFMBT2"
"SMCHD1"
"AEBP2"
"RPAP3"
"KPNA3"
"UBL3"
"TIMM17A"
"HSF2"
"TBCK"
"NAPB"
"USP15"
"TMOD2"
"DBT"
"RPRD1A"
"DNAJC2"
"SETD6"
"ZNF841"
"ARID5B"
"RIC1"
"NAA50"
"TRIM37"
"AMY2B"
"PPTC7"
"ARMCX3"
"ABHD3"
"LYRM2"
"RPS27A"
"TGFBR1"
"STXBP3"
"CASC4"
"CBR4"
"RSBN1"
"CAMK2D"
"EPC2"
"ERVK3-1"
"PURA"
"ZNF148"
"CNIH1"
"ATXN7"
"ZC3H6"
"AGPS"
"ZNF141"
"ACBD3"
"SLC30A5"
"DLD"
"RARS2"
"CCSER2"
"DCAF16"
"CCT2"
"BNIP2"
"TSTD2"
"GALNT1"
"ITPR2"
"RC3H1"
"CDC40"
"TAB2"
"PTPRC"
"MRS2"
"CDC27"
"BCL2"
"WSB1"
"HSPH1"
"DNHD1"
"COPS8"
"ZNF182"
"ERMARD"
"ORC2"
"NR3C1"
"FASTKD2"
"IDE"
"SLC30A6"
"ERCC6L2"
"SNX30"
"SATB1"
"ADCY7"
"SERINC5"
"DYRK1A"
"NORAD"
"HEATR5B"
"ZNF561"
"ZEB2"
"OIP5-AS1"
"ITCH"
"TMPO"
"EIF2S1"
"RSF1"
"ADH5"
"OFD1"
"USP14"
"GPATCH2L"
"PCID2"
"ZMYM4"
"KCTD7"
"SS18"
"EPC1"
"CCDC93"
"NAP1L1"
"STIM2"
"MTO1"
"PPP4R3A"
"SUGP2"
"POGZ"
"RBMX"
"CETN3"
"CENPK"
"SYCP2"
"ANKRD36"
"KLHDC1"
"DDX47"
"ZNF519"
"AK6"
"EFCAB7"
"COMMD8"
"CEP70"
"ZNF681"
"MYEF2"
"ARL13B"
"RWDD3"
"AC105339.2"
"LACC1"
"FANCM"
"IFT74"
"RPL22L1"
"AL390728.6"
"ZFP30"
"CEP126"
"AC010168.2"
"FIGNL1"
"FCRL2"
"ARL5B"
"GEN1"
"AC243919.1"
"PTS"
"SMIM30"
"TRIM23"
"ZNF624"
"TXNDC9"
"BDH2"
"LCORL"
"ZNF782"
"ZSCAN12"
"MPP5"
"ALG11"
"SRFBP1"
"NNT-AS1"
"TEFM"
"SKIL"
"FCHO2"
"KLHL15"
"MOB1B"
"CCDC112"
"ZNF879"
"MED21"
"SNRPE"
"ZNF678"
"ZNF345"
"NAPEPLD"
"ZNF737"
"HAT1"
"FBXO30"
"AC010186.2"
"CBWD2"
"ZNF253"
"MRPS33"
"CDC37L1"
"C4orf33"
"DTWD1"
"BLZF1"
"THUMPD2"
"TXNDC16"
"EEF1AKMT2"
"TTC33"
"ACYP1"
"NPHP3"
"ZUP1"
"SLC35A1"
"PLEKHA8"
"TMEM135"
"ZNF597"
"CLEC2B"
"PON2"
"ERGIC2"
"SLC30A1"
"ZSCAN30"
"ATP7A"
"TSNAX"
"ZNF225"
"LAMTOR3"
"TRMT10C"
"AC010186.3"
"ZNF845"
"ZNF236"
"NAA30"
"RPS15A"
"NSUN6"
"GBP3"
"BRIX1"
"C6orf120"
"N6AMT1"
"APIP"
"CFAP36"
"CD58"
"ZNF277"
"NUDCD2"
"ORC4"
"RDX"
"DNAJC19"
"WRN"
"CRYBG3"
"ZNF260"
"AMIGO2"
"FAM172A"
"PPM1B"
"ARMT1"
"MOCS2"
"TBL1XR1"
"AGGF1"
"CEP78"
"SAMD8"
"KLF9"
"ABHD18"
"ZNF440"
"ZNF514"
"HINT1"
"ZNF720"
"INTS13"
"ZNF780A"
"RBL1"
"PPP1CB"
"BRCC3"
"FBXO22"
"ITPRID2"
"NAPG"
"DNTTIP2"
"CIAO2A"
"ZNF189"
"SEC11C"
"EIF4E"
"WDR19"
"LTV1"
"JPX"
"COMMD2"
"FAM8A1"
"ENOPH1"
"MRPL35"
"ZNF606"
"ERMP1"
"EBAG9"
"AK3"
"PRELID3B"
"KRBOX4"
"VTA1"
"CERT1"
"RNGTT"
"CYCS"
"PPP2R5E"
"APPBP2"
"AZIN1"
"ZCCHC7"
"ATP6V1G1"
"DHX33"
"TRIM33"
"ROCK2"
"VCPIP1"
"PTPN12"
"CUL4B"
"UBE2E1"
"NAA35"
"SLC9A6"
"ZNF37A"
"RPS23"
"STRN"
"PCGF3"
"AFF1"
"RNF170"
"PURB"
"PDS5B"
"LINC00667"
"TTC19"
"ARL1"
"NIN"
"CREB1"
"PARP8"
"NCK1"
"ZSCAN29"
"VPS13B"
"CNST"
"LRIG2"
"DDX50"
"ACTR2"
"WDR7"
"RCOR3"
"NECAP1"
"MCTS1"
"MKLN1"
"PYURF"
"SAR1B"
"RAD21"
"EIF3J"
"TNKS"
"AKAP10"
"IMPAD1"
"INTS8"
"CHCHD7"
"DNAH1"
"GATAD1"
"NLRC3"
"KANSL2"
"MTDH"
"GSE1"
"TAF11"
"IPO8"
"KDM3A"
"TMEM18"
"SLC11A2"
"BPTF"
"HELZ"
"UBE2N"
"CLNS1A"
"EIF4G2"
"ZADH2"
"DDX1"
"ZC3H14"
"MAPKAPK5"
"MTMR4"
"ZBTB40"
"DDX18"
"NCBP1"
"SEPTIN2"
"ELP2"
"RALGAPB"
"NARS1"
"SRSF5"
"CENPQ"
"AC111000.4"
"PLAG1"
"ZNF85"
"ZNF594"
"ZFY"
"BTBD8"
"ZNF682"
"TBC1D32"
"DNAJB4"
"ZNF596"
"ZNF254"
"KIAA1586"
"AC108010.1"
"NPIPB4"
"FANCL"
"RTKN2"
"RADX"
"SPAG16"
"YES1"
"ZNF273"
"PHLDB2"
"TIGD1"
"HELLS"
"GPR180"
"ERCC8"
"NXT2"
"HIGD1A"
"AL355816.2"
"KIF21A"
"STXBP4"
"PGBD4"
"FPGT"
"AC004890.2"
"ZNF799"
"SGPP1"
"DNAJC25"
"MOB4"
"IER3IP1"
"CCDC58"
"GIN1"
"MFAP3"
"CPNE8"
"KIF3A"
"AL162586.1"
"DCLRE1A"
"LRRC8B"
"COX10-AS1"
"YEATS4"
"RPL36A"
"MCEE"
"BMT2"
"SNX25"
"MMS22L"
"EOGT"
"SCAMP1"
"BORCS7"
"TMED7"
"TPRKB"
"SLF1"
"PDK4"
"ATP8B4"
"METTL15"
"GVQW3"
"LRRC8C-DT"
"KBTBD6"
"ZNF570"
"PGM2L1"
"AC136475.3"
"AL353763.2"
"ATG4C"
"COX6C"
"CAAP1"
"WASL"
"BORA"
"OXSM"
"CYP1B1"
"TENT4B"
"SCRN3"
"ADAM28"
"ARL10"
"MTX2"
"NIPSNAP3A"
"RBM27"
"KATNBL1"
"CCT6P1"
"RFK"
"COMMD3"
"CAPN3"
"PRDM10"
"LYPLAL1"
"CENPJ"
"SUZ12P1"
"CHMP5"
"ZBTB21"
"PEX3"
"METTL4"
"SLC33A1"
"ZNF14"
"ZNF43"
"BLOC1S2"
"STX2"
"PSMA3"
"AMMECR1"
"SEC24A"
"UPF3B"
"FBXL17"
"FBXO45"
"SLC39A8"
"TOMM7"
"CYSLTR1"
"ZNF765"
"RASGRF2"
"ZFP3"
"SNX10"
