"ALAS2"
"NDUFS6"
"H2BC21"
"AC009283.1"
"PARVB"
"BATF"
"ATP5MG"
"TIMP1"
"CCDC107"
"POMP"
"ATP6V1D"
"TMEM208"
"NKG7"
"SNRPF"
"DDX49"
"PSMC2"
"SSBP3"
"PSMB3"
"POLR2F"
"GFOD2"
"RAB32"
"NPC2"
"PSMB9"
"COMMD7"
"MT-ND4L"
"SSBP1"
"TXN2"
"PNPLA2"
"WDR13"
"NDUFB4"
"ARPC4"
"PPP1R7"
"THYN1"
"PLAC8"
"CTSH"
"FURIN"
"RPS19BP1"
"CTDNEP1"
"EMG1"
"MRPS7"
"UBXN1"
"RNASEH2C"
"ATP6V1E1"
"CDC16"
"ARRB2"
"PSMB4"
"POLR2G"
"PSMD13"
"RSL1D1"
"MYL12A"
"KCMF1"
"CASC3"
"FTLP2"
"PROS1"
"LY6G6F"
"SAMD14"
"CLEC1B"
"JSRP1"
"MT-TF"
"AL162424.1"
"MT-TV"
"CABP5"
"INKA2-AS1"
"RPL7P9"
"AC026403.1"
"AC137932.2"
"FTH1P8"
"LINC01871"
"RHOBTB1"
"XCL2"
"AP003307.2"
"AL096870.10"
"TMC4"
"APOM"
"FTH1P20"
"GP1BA"
"ICAM4"
"MRPL47"
"LGALS2"
"RPS15P4"
"SLC22A23"
"AC010642.2"
"TPPP3"
"IGHG2"
"RPL3P4"
"ADD2"
"H2BC5"
"COX6C"
"SNHG9"
"CD8B"
"GAS2L1"
"TMA7"
"GZMK"
"LSM1"
"POLR2I"
"RBP7"
"PRADC1"
"H2BC12"
"ATP5F1C"
"FAM89B"
"MRPL15"
"OCIAD2"
"YJU2"
"EIF2B3"
"CENPX"
"TMEM14B"
"NAPSB"
"BST2"
"LY86"
"ORMDL2"
"PIGQ"
"MGST3"
"TRBC1"
"SLAMF7"
"PMF1"
"NSMCE1"
"PQBP1"
"IL2RG"
"MAP2K2"
"GALNT6"
"ZNRD1"
"MSRB1"
"SPAG7"
"CSTB"
"STX5"
"YIPF1"
"GSK3A"
"CCS"
"ZRSR2"
"PHB"
"RPS23"
"MPDU1"
"RTRAF"
"NUCB1"
"SAT2"
"TNFAIP8L2"
"ANXA2"
"GBP2"
"EXOSC1"
"FDFT1"
"ETFA"
"RPS6KB2"
"PIH1D1"
"VPS4A"
"ILK"
"TCTA"
"PRKAG1"
"STN1"
"TRIP12"
"AMZ2"
"PSMB8"
"C14orf119"
"DNAJC7"
"CUL4A"
"NOP56"
"MTND4P12"
"RPL26P6"
"C1QB"
"ANKRD22"
"SNORD89"
"AC073861.1"
"AL731557.1"
"CLDN5"
"LINC00989"
"H2BC9"
"RNF208"
"PDE2A"
"AC246787.1"
"GP6"
"AC079922.1"
"ST8SIA1"
"AC006942.1"
"CDC42EP1"
"RPL15P3"
"TSPAN9"
"CAMP"
"AP000547.3"
"TNK2-AS1"
"WASHC1"
"CD300H"
"MAP1A"
"PIN4"
"AP003068.2"
"MAPK11"
"CATSPER1"
"H4C8"
"AL844908.1"
"AL590867.2"
"DOHH"
"UQCRB"
"MICALL2"
"C9orf40"
"GADD45A"
"HCFC1R1"
"NDUFAF8"
"LINC01011"
"POP7"
"RPS2P5"
"ZBTB8OS"
"CCDC157"
"COMMD1"
"MMAB"
"GAS5"
"PSMA4"
"DMAC1"
"RPS7"
"TMEM141"
"MPST"
"BCL7C"
"LSM2"
"C9orf16"
"FARS2"
"ATOX1"
"ZFAS1"
"MRPL27"
"TMED1"
"ERH"
"GZMB"
"CTSW"
"ALKBH3"
"YIPF6"
"MRPL37"
"SDHAF2"
"CNPY2"
"AL136295.7"
"IL32"
"MRPL55"
"WIPI1"
"TRAPPC1"
"LAMTOR5"
"CMAS"
"GABARAP"
"MBD5"
"ELP6"
"PAXX"
"DNASE2"
"TXNRD2"
"SNRNP35"
"TMEM11"
"CD63"
"LSM7"
"CD99"
"RPL28"
"RFC2"
"CD2"
"AC004687.1"
"COMMD9"
"PSMC1"
"MED25"
"SEC61B"
"SRA1"
"PFDN1"
"C1orf162"
"SLC50A1"
"DCTN3"
"AP2A1"
"NOSIP"
"CD48"
"TXNL4B"
"EIF5B"
"USP32"
"HMOX2"
"ARPC3"
"RACK1"
"PIN1"
"SMIM7"
"CD244"
"PSMC5"
"AL009174.1"
"OLFM4"
"PARD3"
"VIL1"
"AC116533.1"
"RPL10P3"
"AL441992.2"
"AC004453.1"
"PDE5A"
"AC067930.5"
"FITM1"
"SERINC2"
"HES6"
"AL031727.1"
"FHDC1"
"ZNF683"
"ITGA6-AS1"
"NDUFS4"
"ZMYND10"
"LINC02384"
"AC026471.4"
"AC243919.1"
"HYAL3"
"GGTA1P"
"MYLK"
"CD160"
"IFI44L"
"ZGLP1"
"BMP6"
"PKIG"
"MMD"
"SEM1"
"IFI27L1"
"AC103706.1"
"GCNT2"
"RWDD1"
"ELOVL6"
"TIMM10"
"MSANTD3"
"DPM3"
"DBI"
"KLRB1"
"COX17"
"NDUFA13"
"NDUFB1"
"GCHFR"
"WASH6P"
"NPDC1"
"TPM2"
"MRPL33"
"VKORC1"
"EHD3"
"WASHC3"
"NABP2"
"PGRMC1"
"ZNF32"
"CWC15"
"EEF1B2"
"CRIP1"
"ODF3B"
"POLR2L"
"LINC01578"
"AP1S1"
"DAB2"
"ACOT13"
"ACAT1"
"IBA57"
"ETFB"
"FAM162A"
"SFXN4"
"OAS1"
"PDZD11"
"MCUR1"
"SRP14"
"S100A11"
"HSD17B10"
"PTPN4"
"GPANK1"
"MRPS23"
"CIDECP1"
"ANAPC11"
"PSMG3"
"TSSC4"
"CUTA"
"CAMTA1"
"TCF3"
"TMEM219"
"DRAP1"
"CIAO2B"
"TALDO1"
"NDUFV3"
"ARPC1B"
"DNAJC17"
"METTL22"
"NUP88"
"COX5A"
"TAGLN2"
"ICAM2"
"SNRPC"
"RPL5"
"MANF"
"RBMX2"
"TUBA4A"
"LAMTOR4"
"CCDC12"
"FAM3A"
"APOBEC3C"
"EIF2B2"
"MHENCR"
"PSMD8"
"TOMM22"
"RPS2"
"MRPL9"
"POLR3C"
"TPI1"
"ZNF622"
"EIF3B"
"HLA-DPA1"
"FASTK"
"AGPAT1"
"AC079140.2"
"RPS15AP1"
"PTGES"
"RPL7P18"
"ASAP1-IT2"
"SH3TC2"
"AL450405.1"
"BEND2"
"FSTL1"
"C2"
"HP"
"SDSL"
"C1QA"
"RETN"
"TMSB4XP4"
"CDC42BPA"
"STAG3"
"LINC00685"
"IDO1"
"HLA-G"
"NMNAT3"
"AC144652.1"
"INKA1"
"RAB11B-AS1"
"LINC02084"
"MYL6B"
"SLIRP"
"AAMDC"
"BOLA3"
"CLDND2"
"AC011472.2"
"AL590764.1"
"TRGC2"
"HSF4"
"CMC2"
"AC027097.1"
"DPY30"
"EPSTI1"
"AC008038.1"
"POMGNT2"
"TP53I3"
"MTLN"
"MAGOH"
"MTRES1"
"BAD"
"ABCC3"
"HSCB"
"TRDC"
"AC093673.1"
"PPP1R32"
"IFT20"
"PTRH2"
"CCL4"
"C12orf75"
"PHPT1"
"COPS4"
"LYRM4"
"CST7"
"NHP2"
"RNF14"
"NCF1C"
"FUZ"
"PFDN2"
"NDUFB11"
"CAMK1"
"ERMAP"
"DTNBP1"
"MRPL57"
"HCST"
"SMARCD3"
"F13A1"
"CAPG"
"MCRIP1"
"ARMH1"
"UBE2L6"
"LSM6"
"BX255925.3"
"IFRD2"
"COPE"
"LINC01138"
"PYCARD"
"LRRC28"
"TMED3"
"C12orf76"
"GAPDH"
"COA4"
"PYM1"
"OSER1"
"TUBA1A"
"DGUOK"
"RNF7"
"EIF3G"
"SMUG1"
"MT-TT"
"DDX11L2"
"FCGR1CP"
"AC099336.2"
"AP1M2"
"XCL1"
"ENKUR"
"SEC14L5"
"H2AC11"
"LINC02446"
"EGF"
"CACNG8"
"TK1"
"DNM3"
"SEPTIN4"
"FTH1P7"
"AC015912.3"
"RGS9"
"TBXA2R"
"RPS13P2"
"TIMM8B"
"AL451165.2"
"PEAR1"
"CCDC65"
"AKR1C3"
"BATF2"
"AC011498.7"
"LTBP1"
"BX284668.5"
"MS4A4A"
"AC135050.3"
"RPL6P27"
"METRN"
"PPT2"
"AC005840.4"
"MT1F"
"SCN1B"
"ATP5MD"
"LINC00937"
"ACOT7"
"JAM3"
"FUOM"
"PRKAR2B"
"TUBB6"
"ZNF593"
"UQCC3"
"CCDC28B"
"GTF2H5"
"NPM3"
"DNPH1"
"CWF19L2"
"ATP6V0C"
"RRN3P3"
"DUSP23"
"OASL"
"SLC43A1"
"RELA-DT"
"PTGIR"
"TMEM223"
"C18orf21"
"NDUFB6"
"NAALADL1"
"MRPS36"
"MGST2"
"PSENEN"
"HDDC3"
"ZNF688"
"ZCCHC17"
"SDHAF1"
"MAD2L2"
"AIG1"
"BANF1"
"EMC6"
"SMIM3"
"TSR3"
"TIMM13"
"RARS1"
"YIF1B"
"GPR137"
"NDUFA9"
"RPS28"
"JPT1"
"TRAPPC2L"
"ACAT2"
"RABEPK"
"UTP14A"
"EBNA1BP2"
"AGER"
"TYMP"
"DNAJC1"
"CCNQ"
"VPS9D1"
"MRPS11"
"SNRPA"
"IFITM2"
"TRIP4"
"NATD1"
"MRPL45"
"GEMIN7"
"ACOT8"
"MDH1"
"DDX11L10"
"CLEC4F"
"AC087672.2"
"TRBV15"
"KIR2DL3"
"AP001024.1"
"RPL37P2"
"RPL39P3"
"UBXN10"
"MMRN1"
"NAPA-AS1"
"AC022506.2"
"HSPE1P18"
"PXMP2"
"AP004609.5"
"SOCS2-AS1"
"MARCO"
"RPL23AP42"
"AC012510.1"
"RPLP0P6"
"LINC01506"
"APOBEC3H"
"S100A13"
"RPS27L"
"HAUS1"
"LYG1"
"AC021097.1"
"BACE2"
"TNNI2"
"HEXIM2"
"PSMA6"
"AC022706.1"
"LRRC23"
"KMT2E-AS1"
"FCGR1B"
"CHI3L2"
"YJEFN3"
"TRAPPC5"
"KIFC3"
"THBS1"
"MGLL"
"ZBED5-AS1"
"ZFAND4"
"AC040977.1"
"SURF2"
"EIF4EBP1"
"LHFPL2"
"RPL18AP3"
"CISD3"
"SS18L2"
"SMYD3"
"PINX1"
"CDC26"
"ACYP2"
"ELOC"
"KRT10"
"ETHE1"
"BOLA1"
"IFI35"
"HDDC2"
"C3AR1"
"DLGAP1-AS1"
"SNHG11"
"HERC6"
"TIMM9"
"FGFBP2"
"MRPL41"
"METTL26"
"RASSF7"
"XAF1"
"MRTO4"
"LILRA5"
"ERI3"
"COX8A"
"HIGD2A"
"CHMP2A"
"GDPD5"
"NDUFA11"
"ANXA2R"
"PROCA1"
"PSMB5"
"APOL1"
"CCT2"
"GPS2P1"
"AL355309.1"
"AC131009.4"
"MT1E"
"EPHA1-AS1"
"LAIR2"
"MT-TP"
"AL080243.4"
"AC017104.1"
"AC018521.5"
"AC107983.1"
"SNORD104"
"ATF3"
"EEF1AKMT4"
"AC018738.1"
"RPS7P1"
"NBEAL1"
"POMC"
"PSME2P2"
"PCDH1"
"AC060766.4"
"SNRPG"
"NRAV"
"RPL10AP6"
"MRPL13"
"POMZP3"
"CSKMT"
"AP000347.1"
"NDUFAF2"
"NPIPP1"
"USP30-AS1"
"AC010969.2"
"CRTAM"
"MRPS33"
"TRBV29-1"
"TAX1BP3"
"AL445524.1"
"PCP2"
"SENCR"
"FSTL3"
"MACROH2A2"
"PLAAT3"
"NDUFB3"
"ATF7-NPFF"
"PLGRKT"
"VRK1"
"SMIM27"
"AVEN"
"CXCR2P1"
"SF3B6"
"SWI5"
"COMTD1"
"LINC01503"
"ARL2"
"TST"
"FAM174C"
"VPS33B"
"LMNA"
"STAC3"
"TFPT"
"RAB34"
"MCEMP1"
"POLB"
"SERGEF"
"PMVK"
"MLST8"
"DCXR"
"MRPL17"
"MCRIP2"
"RCN3"
"TMEM205"
"ABHD11"
"MRPS34"
"PHF14"
"RNASEK"
"DHRS7B"
"MATK"
"THOC6"
"USE1"
"LILRB4"
"LAP3"
"CFDP1"
"ANKRD36BP2"
"FAM20A"
"RPS3AP47"
"RPL13AP7"
"WDR11-AS1"
"FTH1P16"
"RPS3AP6"
"ELOVL7"
"GLB1L2"
"FABP5"
"ST6GALNAC6"
"TRBJ2-3"
"AC108673.3"
"KIR3DL1"
"AL031846.1"
"LIPE-AS1"
"TNXB"
"CBR3"
"RPL4P4"
"UCN"
"FN3K"
"MUC1"
"HHLA3"
"MEIS1"
"RPL26L1"
"AC138150.2"
"AC245407.2"
"SIGLEC16"
"SARNP"
"AC007877.1"
"BEX2"
"AC008610.1"
"VWF"
"TRBV7-2"
"MDK"
"AC147067.1"
"PRKAR1B"
"AC027801.1"
"RPL10P16"
"SPHK1"
"F8A1"
"AC020659.1"
"FAM228B"
"BNIP1"
"RTP4"
"LINC02273"
"TCEAL3"
"RCN1"
"EMC9"
"DHRS4"
"ELL2"
"CTSL"
"RRAS"
"TTC16"
"AL021707.6"
"DHRS4L2"
"RTN2"
"AC010326.4"
"RARA-AS1"
"AC003102.1"
"ELMO3"
"DCTPP1"
"WDR83"
"DHRS3"
"GEMIN6"
"MRPS22"
"AL691432.2"
"MRPS18A"
"MIR4435-2HG"
"DGCR6L"
"COQ5"
"MED19"
"ATG101"
"NAXE"
"LINC00877"
"TRAPPC6A"
"MSRB2"
"DYRK4"
"IAH1"
"PARL"
"SMCO4"
"AL122020.1"
"KIF28P"
"TRDV1"
"EEF1DP1"
"TRBV14"
"AL161787.1"
"ECM1"
"AC244090.1"
"AC022182.2"
"TRAV41"
"AC025171.5"
"URB1-AS1"
"TRBV5-6"
"PPIAP22"
"ZDHHC1"
"AP000926.2"
"SYNE4"
"RNLS"
"DNM1"
"TREML3P"
"TRBV2"
"TRBV27"
"AC022210.1"
"AP000769.1"
"ABHD14A"
"LRMDA"
"WHAMMP3"
"AC010247.1"
"LINC01137"
"CHCHD6"
"AL117379.1"
"MT1X"
"NSMCE2"
"LAG3"
"NT5C3B"
"RAD51C"
"ITSN1"
"PPM1N"
"SNRPD1"
"MYL5"
"RPA3"
"CKLF"
"MPND"
"P2RY11"
"PSMA3"
"HYLS1"
"H3P6"
"ZFAND2A"
"NCR3"
"DNTTIP2"
"TRAV25"
"AC111182.1"
"PHGDH"
"OCM"
"TSGA10"
"TRBV10-3"
"EEF1A1P9"
"AP002360.2"
